cbo_name,parent_organization,activity_type,activity_type_other,date_of_activity,activity_end_date,advertising_end_date,total_number_of_alert_sign_ups,total_people_spoken_to,City,address,description,total_number_of_houses,how_assisted,total_number_assisted,event_name,audience_details,education_grade,activity_total_material_dist,activity_collateral_dtls,activity_social_media_chan,total_number_nudgedalerted,total_number_of_calls,total_number_of_pledge_cards,total_number_of_impressions,impression_data_accuracy_confid,total_htc_of_impressions,htc_data_accuracy_confidence,HTC,immigrants_refugees,children_ages_0_5,limited_english_proficient_indi,htc_breakdown_data_confidence,Language,lang_arabic,lang_armenian,lang_assyrian_neo_aramaic,lang_cantonese,lang_chaldean_neo_aramaic,lang_chinese,lang_farsi,lang_filipino,lang_hindi,lang_hmong,lang_iu_mien,lang_japanese,lang_khmer,lang_korean,lang_mandarin,lang_min_nan_chinese,lang_portuguese,lang_punjabi,lang_russian,lang_spanish,lang_tagalog,lang_telugu,lang_thai,lang_ukrainian,lang_vietnamese,lang_other_info,lang_breakdown_data_confidence,funding_state_allocated,funding_county_direct,funding_acbo_direct,funding_foundation,funding_private,funding_volunteer_hours,qac_total_had_info_no_census,qac_total_completed_pc,qac_total_completed_phone,qac_total_completed_uscb_phone
The LGBTQ Center OC,Charitable Ventures,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,5/7/2020,5/7/2020,,,,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online",,,,,,,,,,,220,,100,exact,80,high,,,,,medium,spanish,,,,,,,,,,,,,,,,,,,,9,,,,,,,high,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,"through the social media posts that we have been creating, we had individuals reach out to us in regard to the census",5/11/2020,5/11/2020,,,,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online",,,,,,,,,,,60,,30,exact,75,high,immigrants_refugees,4,,,medium,spanish,,,,,,,,,,,,,,,,,,,,4,,,,,,,exact,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,5/12/2020,5/12/2020,,,,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online",,,,,,,,,,,40,,25,exact,85,high,immigrants_refugees,8,,,medium,spanish,,,,,,,,,,,,,,,,,,,,2,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,advertising,Facebook Post,4/10/2020,,,,,,"310 w broadway, anaheim ca 92806",,,,,,,,,,,,,,202,exact,80,very_high,,,,,very_high,spanish,,,,,,,,,,,,,,,,,,,,180,,,,,,,high,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,5/14/2020,5/14/2020,,,,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online",,,,,,,,,,,220,,90,exact,85,exact,immigrants_refugees,17,,,high,spanish,,,,,,,,,,,,,,,,,,,,6,,,,,,,high,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,5/18/2020,5/18/2020,,,,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online",,,,,,,,,,,40,,25,exact,85,high,immigrants_refugees,6,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,"12832 knott st. garden grove, 92841",,,,,,,,,,,,,,100,exact,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC ,Charitable Ventures,collateral,,9/17/2020,,,,,,"2323 n broadway, santa ana 92706",,,,,,,,,,,,,,167,exact,100,high,children_ages_0_5,,167,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,training_delivery,,9/8/2020,,,,,,"12912 brookhurst st, garden grove, ca 92840",,,,,,,,,,,,,,35,high,100,high,"immigrants_refugees, limited_english_proficient_indi",15,,10,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,5/19/2020,5/19/2020,,,,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online",,,,,,,,,,,95,,50,exact,80,high,immigrants_refugees,10,,,high,spanish,,,,,,,,,,,,,,,,,,,,6,,,,,,,high,,,,,,,,,,
OCAPICA,Charitable Ventures,webinar,,5/13/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,3054,high,80,medium,children_ages_0_5,,1000,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,social_media,social media,7/24/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,11416,high,80,medium,immigrants_refugees,8000,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,5/21/2020,5/21/2020,,,,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online",,,,,,,,,,,130,,80,exact,80,high,immigrants_refugees,14,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,social_media,social media,5/8/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,208,high,80,medium,children_ages_0_5,,100,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,2180 w crescent ave #b anaheim 92801,,,,,,,,,,,,,,150,exact,100,high,,,,,low,spanish,,,,,,,,,,,,,,,,,,,,100,,,,,,,high,,,,,,,,,,
Access California Services,Charitable Ventures,media_other,"AccessCal hosted a  webinar on the topic of racism and social justice and at the end of webinar, AccessCal staff discussed the importance of the Census to the viewers (this was done via Facebook and zoom)",6/17/2020,6/17/2020,,,,,"631 s. brookhurst st. suite 107, anaheim 92804","AccessCal conducted a webinar on racism and social justice and at the the end of the webinar, speakers discussed the importance of completing the Census as a way of working towards social justice",,,,,,,,,,,,,350,high,100,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,Called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,5/25/2020,5/25/2020,,,,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online or via phone. In addition, we also went ahead and inquired with them if they had already completed the census.",,,,,,,,,,,50,,28,high,85,medium,,,,,medium,spanish,,,,,,,,,,,,,,,,,,,,6,,,,,,,medium,,,,,,,,,,
South Asian Network,Charitable Ventures,social_media,,4/7/2020,,,,,,facebook,,,,,,,,,,,,,,93,exact,75,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,Called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,5/27/2020,5/27/2020,,,40,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online or via phone. In addition, we also went ahead and inquired with them if they had already completed the census.",,,,,,,,,,,70,,40,high,80,high,immigrants_refugees,6,,,medium,spanish,,,,,,,,,,,,,,,,,,,,8,,,,,,,medium,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,5/28/2020,5/28/2020,,,50,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online or via phone. In addition, we also went ahead and inquired with them if they had already completed the census.",,,,,,,,,,,75,,50,high,80,high,immigrants_refugees,8,,,medium,spanish,,,,,,,,,,,,,,,,,,,,12,,,,,,,medium,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,5/30/2020,5/30/2020,,,70,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online or via phone. In addition, we also went ahead and inquired with them if they had already completed the census.",,,,,,,,,,,100,,70,high,80,medium,immigrants_refugees,14,,,medium,spanish,,,,,,,,,,,,,,,,,,,,14,,,,,,,high,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,6/4/2020,6/4/2020,,,40,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online or via phone. In addition, we also went ahead and inquired with them if they had already completed the census.",,,,,,,,,,,65,,40,exact,85,high,immigrants_refugees,6,,,medium,spanish,,,,,,,,,,,,,,,,,,,,6,,,,,,,medium,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,6/8/2020,6/8/2020,,,25,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online or via phone. In addition, we also went ahead and inquired with them if they had already completed the census.",,,,,,,,,,,50,,25,medium,85,medium,immigrants_refugees,4,,,medium,spanish,,,,,,,,,,,,,,,,,,,,6,,,,,,,medium,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,6/11/2020,6/11/2020,,,75,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online or via phone. In addition, we also went ahead and inquired with them if they had already completed the census.",,,,,,,,,,,100,,75,medium,75,medium,,,,,medium,spanish,,,,,,,,,,,,,,,,,,,,12,,,,,,,medium,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,6/17/2020,6/17/2020,,,30,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online or via phone. In addition, we also went ahead and inquired with them if they had already completed the census.",,,,,,,,,,,50,,30,high,80,medium,immigrants_refugees,4,,,medium,spanish,,,,,,,,,,,,,,,,,,,,4,,,,,,,medium,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,635 n eckhoff street ste. l orange 92868,,,,,,,,,,,,,,100,exact,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,collateral,,9/18/2020,,,,,,"7212 orangethorpe ave suite 8, buena park 90621",,,,,,,,,,,,,,8000,high,100,medium,immigrants_refugees,8000,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,social_media,social media,7/30/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,2234,high,80,medium,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,6/18/2020,6/18/2020,,,43,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online or via phone. In addition, we also went ahead and inquired with them if they had already completed the census.",,,,,,,,,,,80,,43,exact,85,high,immigrants_refugees,2,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,6/25/2020,6/25/2020,,,55,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online or via phone. In addition, we also went ahead and inquired with them if they had already completed the census.",,,,,,,,,,,85,,55,medium,75,medium,immigrants_refugees,7,,,medium,spanish,,,,,,,,,,,,,,,,,,,,8,,,,,,,medium,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,Called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,6/29/2020,6/29/2020,,,25,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online",,,,,,,,,,,,,25,high,80,medium,immigrants_refugees,5,,,medium,spanish,,,,,,,,,,,,,,,,,,,,5,,,,,,,medium,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,Called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,7/1/2020,7/1/2020,,,35,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online",,,,,,,,,,,60,,35,medium,85,medium,immigrants_refugees,12,,,medium,"spanish, vietnamese",,,,,,,,,,,,,,,,,,,,8,,,,,1,,medium,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,Called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,7/7/2020,7/7/2020,,,30,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online",,,,,,,,,,,60,,30,medium,80,medium,immigrants_refugees,9,,,medium,spanish,,,,,,,,,,,,,,,,,,,,7,,,,,,,high,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,7/9/2020,7/9/2020,,,25,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online",,,,,,,,,,,45,,25,high,85,medium,immigrants_refugees,4,,,medium,spanish,,,,,,,,,,,,,,,,,,,,4,,,,,,,high,,,,,,,,,,
Help Me Grow,Charitable Ventures,phone_banking,,3/30/2020,,,,,,"1120 w. la vetaave., ste 450, orange ca, 92868",,,,,,,,,,,,,,80,very_high,100,exact,,,,,,spanish,,,,,,,,,,,,,,,,,,,,23,,,,,,,exact,,,,,,,,,,
CAP OC ,Charitable Ventures,collateral,,9/3/2020,,,,,,"1000 e bishop st, santa ana 92701",,,,,,,,,,,,,,50,exact,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,Called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,7/10/2020,7/10/2020,,,50,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online",,,,,,,,,,,95,,50,medium,75,medium,immigrants_refugees,11,,,medium,spanish,,,,,,,,,,,,,,,,,,,,12,,,,,,,medium,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,Called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,7/23/2020,7/23/2020,,,25,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online",,,,,,,,,,,45,,25,medium,80,medium,immigrants_refugees,3,,,medium,spanish,,,,,,,,,,,,,,,,,,,,3,,,,,,,medium,,,,,,,,,,
OC Herald Center,Charitable Ventures,flyers,Census Email Campaign  - Master List,4/29/2020,,,,,,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,692,medium,100,medium,,,,,medium,chinese,,,,,,692,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,Called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,8/3/2020,8/3/2020,,,25,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online",,,,,,,,,,,45,,25,high,80,high,immigrants_refugees,3,,,medium,spanish,,,,,,,,,,,,,,,,,,,,6,,,,,,,high,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,617 hamilton st. costa mesa 92627,,,,,,,,,,,,,,100,exact,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,Called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,8/10/2020,,,,,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online",,,,,,,,,,,,,37,high,85,medium,immigrants_refugees,8,,,medium,spanish,,,,,,,,,,,,,,,,,,,,5,,,,,,,high,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,Called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,8/20/2020,8/20/2020,,,75,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online",,,,,,,,,,,140,,75,high,90,medium,"immigrants_refugees, limited_english_proficient_indi",19,,6,medium,spanish,,,,,,,,,,,,,,,,,,,,15,,,,,,,medium,,,,,,,,,,
CAP OC ,Charitable Ventures,collateral,,3/16/2020,,,,,,"18672 e center ave, orange 92869",,,,,,,,,County Tote Bags,,,,,100,exact,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,phone_banking,Called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,8/26/2020,8/27/2020,,,101,,statewide,"Hosted our  phone bank, where we went ahead and called members on our list to check in with them during this COVID-19 situation, while at the same time reminding them that some of the services that the LGBTQ Center offers are still available either online",,,,,,,,,,,180,,101,medium,80,medium,immigrants_refugees,25,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,
AASCSC,Charitable Ventures,social_media,,4/25/2020,,,,,,statewide,,,,,,,,,,,,,,200,very_high,100,medium,"immigrants_refugees, limited_english_proficient_indi",150,,50,medium,"chinese, mandarin",,,,,,100,,,,,,,,,100,,,,,,,,,,,,medium,,,,,,,,,,
