,cbo_name,parent_organization,activity_type,activity_type_other,date_of_activity,activity_end_date,advertising_end_date,total_number_of_alert_sign_ups,total_people_spoken_to,City,address,description,total_number_of_houses,how_assisted,total_number_assisted,event_name,audience_details,education_grade,activity_total_material_dist,activity_collateral_dtls,activity_social_media_chan,total_number_nudgedalerted,total_number_of_calls,total_number_of_pledge_cards,total_number_of_impressions,impression_data_accuracy_confid,total_htc_of_impressions,htc_data_accuracy_confidence,immigrants_refugees,middle_eastern_and_north_africa,homeless_individuals_and_famili,farmworkers,veterans,latinos,asian_americans_pacific_islande,african_americans,native_americans_tribal_communi,children_ages_0_5,lesbian_gay_bisexual_transgende,limited_english_proficient_indi,people_with_disabilities,seniorsolder_adults,low_broadband_subscription_rate,htc_breakdown_data_confidence,lang_arabic,lang_armenian,lang_assyrian_neo_aramaic,lang_cantonese,lang_chaldean_neo_aramaic,lang_chinese,lang_farsi,lang_filipino,lang_hindi,lang_hmong,lang_iu_mien,lang_japanese,lang_khmer,lang_korean,lang_mandarin,lang_min_nan_chinese,lang_portuguese,lang_punjabi,lang_russian,lang_spanish,lang_tagalog,lang_telugu,lang_thai,lang_ukrainian,lang_vietnamese,lang_other_info,lang_breakdown_data_confidence,funding_state_allocated,funding_county_direct,funding_acbo_direct,funding_foundation,funding_private,funding_volunteer_hours,qac_total_had_info_no_census,qac_total_completed_pc,qac_total_completed_phone,qac_total_completed_uscb_phone,city_match
1566,CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,"708 n. garfield st, santa ana 92701",,,,,,,,,,,,,,100,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana
1567,CAP OC,Charitable Ventures,phone_banking,,6/1/2020,6/30/2020,,,,,"10841 garza ave, anaheim 92804",,,,,,,,,,,,,,49,exact,100.0,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anaheim
1568,AASCSC,Asian American Senior Citizens Service Center,social_media,,5/6/2020,,,,,Orange,orange,,,,,,,,,,,,,,275,very_high,100.0,medium,150.0,,,,,50.0,100.0,,,,,50.0,,,,medium,,,,,,100.0,,,,,,,,,100.0,,,,,,,,,,,,medium,,,,,,,,,,,Orange
1569,AASCSC,Charitable Ventures,social_media,,5/6/2020,,,,,Orange,orange,,,,,,,,,,,,,,275,very_high,100.0,medium,150.0,,,,,50.0,100.0,,,,,50.0,,,,medium,,,,,,100.0,,,,,,,,,100.0,,,,,,,,,,,,medium,,,,,,,,,,,Orange
1570,Orange County Labor Federation,Charitable Ventures,social_media,social media outreach and reminder of the importance of filling out the 2020 Census. Census link to fill out questionnaire.,7/30/2020,,,,,,"309 n rampart street, orange 92868",,,,,,,,,,,,,,1360,high,90.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
1571,CAP OC ,Charitable Ventures,qac,,7/20/2020,7/24/2020,,,,,"1601 w 2nd st, santa ana, ca 92703",,,,,,,,,,,,,,77,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,5.0,,,Santa Ana
1572,Community Health Initiative of Orange County,Charitable Ventures,social_media,,5/7/2020,,,,,Orange,orange,Facebook post,,,,,,,,,Facebook,,,,70,high,80.0,medium,,,,,,56.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,medium,,,,,,,,,,,Orange
1573,Latino Health Access,Charitable Ventures,social_media,,5/8/2020,,,,,Orange,orange,Instagram Post,,,,,,,,,,,,,667,exact,75.0,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1574,OC Human Relations,Charitable Ventures,social_media,Videos and Post in several languages,5/11/2020,,,,,Orange,orange,,,,,,,,,,Faacebook,,,,238,high,80.0,high,71.0,98.0,,,5.0,70.0,70.0,12.0,,23.0,12.0,5.0,5.0,10.0,5.0,high,98.0,,,,,,,,,,,,,70.0,,,,,,70.0,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
1575,Community Health Initiative of Orange County,Charitable Ventures,social_media,,5/12/2020,,,,,Orange,orange,Facebook Post,,,,,,,,,Facebook,,,,82,high,80.0,medium,,,,,,65.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,medium,,,,,,,,,,,Orange
1576,Discovery Cube ,Charitable Ventures,social_media,,6/18/2020,6/25/2020,,,,,"2500 n main st, santa ana 92705",,,https://www.facebook.com/discoverycubeoc/posts/10156870553350881,,,,,,,,,,,1379,exact,100.0,exact,,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana
1577,AASCSC,Asian American Senior Citizens Service Center,social_media,,5/13/2020,,,,,Orange,orange,,,,,,,,,,,,,,65,very_high,100.0,medium,50.0,,,,,10.0,40.0,,,,,,,10.0,,medium,,,,,,30.0,,,,,,,,,,,,,,5.0,,,,,10.0,,medium,,,,,,,,,,,Orange
1578,AASCSC,Charitable Ventures,social_media,,5/13/2020,,,,,Orange,orange,,,,,,,,,,,,,,65,very_high,100.0,medium,50.0,,,,,10.0,40.0,,,,,,,10.0,,medium,,,,,,30.0,,,,,,,,,,,,,,5.0,,,,,10.0,,medium,,,,,,,,,,,Orange
1579,"Southland Integrated Services, Inc.",Charitable Ventures,advertising,2020 Census promotion by sending mailchimp to e-newsletter subscribers,3/16/2020,3/16/2020,,,,,"17150 newhope street, suite 203, fountain valley 92708",,,,,,,,,,,,,,1000,high,70.0,medium,700.0,,,,,,800.0,,,,,500.0,50.0,500.0,200.0,low,,100.0,,,,,,,,,,,,,,,,,,,,,,,800.0,,low,,,,,,,,,,,Fountain Valley
1580,Latino Health Access,Charitable Ventures,media_other,Educational messages via a loudspeaker from LHA Infomovil - a van that drives to supermarkets and food distribution events and educates people via messages thru a loudspeaker.,4/3/2020,,,,,,"230 n harbor blvd, santa ana 92703",At Northgate Supermarket,,,,,,,,,,,,,30,high,100.0,high,,,,,,,,,,,,,,,,very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana
1581,Community Health Initiative of Orange County,Charitable Ventures,social_media,,5/18/2020,,,,,Orange,orange,Facebook post,,,,,,,,,Facebook,,,,75,high,80.0,medium,,,,,,60.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,medium,,,,,,,,,,,Orange
1582,OC Human Relations,Charitable Ventures,social_media,post in several languages,5/18/2020,,,,,Orange,orange,,,,,,,,,,Facebook,,,,408,high,80.0,high,122.0,40.0,,,8.0,122.0,61.0,20.0,,40.0,20.0,8.0,8.0,16.0,8.0,high,,,,,,,,,,,,,,,,,,,,260.0,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
1583,AASCSC,Asian American Senior Citizens Service Center,social_media,,5/18/2020,,,,,Orange,orange,,,,,,,,,,,,,,115,very_high,100.0,medium,80.0,,,,,40.0,50.0,,,,,30.0,,,,medium,,,,,,50.0,,,,,,,,,50.0,,,,,,,,,,,,medium,,,,,,,,,,,Orange
1584,AASCSC,Charitable Ventures,social_media,,5/18/2020,,,,,Orange,orange,,,,,,,,,,,,,,115,very_high,100.0,medium,80.0,,,,,40.0,50.0,,,,,30.0,,,,medium,,,,,,50.0,,,,,,,,,50.0,,,,,,,,,,,,medium,,,,,,,,,,,Orange
1585,Community Health Initiative of Orange County,Charitable Ventures,social_media,,5/20/2020,,,,,Orange,orange,Facebook post,,,,,,,,,Facebook,,,,72,high,80.0,medium,,,,,,57.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,medium,,,,,,,,,,,Orange
1586,Orange County Labor Federation,Charitable Ventures,other,EDD assistance and reminding individuals to filled out the Census.,5/26/2020,6/1/2020,,,,,309 n rampart st. orange 92868,,,,,,,,,,,,,,32,very_high,90.0,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1587,AASCSC,Asian American Senior Citizens Service Center,social_media,,5/25/2020,,,,,Orange,orange,,,,,,,,,,,,,,60,very_high,100.0,medium,30.0,,,,,5.0,20.0,,,,,,,5.0,,medium,,,,,,20.0,,,,,,,,,,,,,,5.0,5.0,,,,5.0,,medium,,,,,,,,,,,Orange
1588,AASCSC,Charitable Ventures,social_media,,5/25/2020,,,,,Orange,orange,,,,,,,,,,,,,,60,very_high,100.0,medium,30.0,,,,,5.0,20.0,,,,,,,5.0,,medium,,,,,,20.0,,,,,,,,,,,,,,5.0,5.0,,,,5.0,,medium,,,,,,,,,,,Orange
1589,AASCSC,Charitable Ventures,social_media,,5/29/2020,,,,,Orange,orange,,,,,,,,,,,,,,200,very_high,100.0,medium,190.0,,,,,30.0,150.0,,,,,100.0,,,,medium,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
1590,AASCSC,Asian American Senior Citizens Service Center,social_media,,5/29/2020,,,,,Orange,orange,,,,,,,,,,,,,,200,very_high,100.0,medium,190.0,,,,,30.0,150.0,,,,,100.0,,,,medium,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
1591,AASCSC,Asian American Senior Citizens Service Center,social_media,,6/8/2020,,,,,Orange,orange,,,,,,,,,,,,,,280,very_high,100.0,medium,150.0,,,,,50.0,100.0,,,,,60.0,,,,medium,,,,,,80.0,,,,,,,,,,,,,,50.0,,,,,,,medium,,,,,,,,,,,Orange
1592,AASCSC,Charitable Ventures,social_media,,6/8/2020,,,,,Orange,orange,,,,,,,,,,,,,,280,very_high,100.0,medium,150.0,,,,,50.0,100.0,,,,,60.0,,,,medium,,,,,,80.0,,,,,,,,,,,,,,50.0,,,,,,,medium,,,,,,,,,,,Orange
1593,AASCSC,Asian American Senior Citizens Service Center,social_media,,6/12/2020,,,,,Orange,orange,,,,,,,,,,,,,,200,very_high,100.0,medium,100.0,,,,,50.0,50.0,,,,,,,,,medium,,,,,,50.0,,,,,,,,,,,,,,50.0,,,,,,,medium,,,,,,,,,,,Orange
1594,Orange County Labor Federation,Charitable Ventures,social_media,Media outreach with link to fill out the Census ,5/19/2020,,,,,,"309 n. rampart street, orange 92868",,,,,,,,,,,,,,7637,high,70.0,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1595,Access California Services,Charitable Ventures,meeting,Meeting on National Arab Voter Registration Day,9/24/2020,,,,,,"631 s. brookhurst street suite 107, anaheim, ca 92804",,,,,,,,,,,,,,60,very_high,100.0,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anaheim
1596,Access California Services,Charitable Ventures,booths,Voter Registration and Census assistance at AccessCal office,10/9/2020,,,,,,"631 s. brookhurst street suite 107, anaheim, ca 92804",,,,,,,,,,,,,,152,very_high,100.0,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anaheim
1597,Orange County Labor Federation,Charitable Ventures,other,remind every driver of the importance of census through the drive-thru food drive.,4/16/2020,,,,,,"309 n. rampart suite a, orange 92868",,,,,,,,,,,,,,224,very_high,90.0,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1598,CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,7699 9th st. #106 buena park 90621,,,,,,,,,,,,,,100,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buena Park
1599,AASCSC,Charitable Ventures,social_media,,6/12/2020,,,,,Orange,orange,,,,,,,,,,,,,,200,very_high,100.0,medium,100.0,,,,,50.0,50.0,,,,,,,,,medium,,,,,,50.0,,,,,,,,,,,,,,50.0,,,,,,,medium,,,,,,,,,,,Orange
1600,Community Health Initiative of Orange County,Charitable Ventures,social_media,,6/16/2020,,,,,Orange,orange,Facebook post,,,,,,,,,facebook,,,,57,high,80.0,medium,,,,,,45.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,medium,,,,,,,,,,,Orange
1601,The Cambodian Family,Charitable Ventures,advertising,,8/13/2020,,,,,,"1626 east 4th street, santa ana 92701",,,,,,,,,,,,,,174,exact,80.0,very_high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
1602,Community Health Initiative of Orange County,Charitable Ventures,social_media,,6/18/2020,,,,,Orange,orange,Facebook post,,,,,,,,,facebook,,,,100,high,80.0,medium,,,,,,80.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,medium,,,,,,,,,,,Orange
1603,Community Health Initiative of Orange County,Charitable Ventures,social_media,,6/22/2020,,,,,Orange,orange,Facebook post,,,,,,,,,Facebook,,,,87,high,80.0,medium,,,,,,69.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,medium,,,,,,,,,,,Orange
1604,Orange County Labor Federation,Charitable Ventures,social_media,Social Media outreach with link to fill out the Census ,6/1/2020,,,,,,"309 n rampart, orange, 92848",,,,,,,,,,,,,,1436,very_high,90.0,very_high,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
1605,OC Human Relations,Charitable Ventures,social_media,,6/29/2020,,,,,Orange,orange,,,,,,,,,,Facebook,,,,337,high,80.0,high,101.0,33.0,,,6.0,101.0,50.0,17.0,,33.0,33.0,6.0,6.0,12.0,6.0,medium,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
1606,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,6/5/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
1607,Community Health Initiative of Orange County,Charitable Ventures,social_media,,6/30/2020,,,,,Orange,orange,Facebook post,,,,,,,,,Facebook,,,,153,high,80.0,medium,,,,,,122.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,medium,,,,,,,,,,,Orange
1608,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,4/24/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
1609,Community Health Initiative of Orange County,Charitable Ventures,social_media,,7/13/2020,,,,,Orange,orange,Facebook post,,,,,,,,,Facebook,,,,64,high,80.0,medium,,,,,,51.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,medium,,,,,,,,,,,Orange
1610,Community Health Initiative of Orange County,Charitable Ventures,social_media,,7/14/2020,,,,,Orange,orange,Facebook post,,,,,,,,,Facebook,,,,75,high,80.0,medium,,,,,,60.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,medium,,,,,,,,,,,Orange
1611,Community Health Initiative of Orange County,Charitable Ventures,social_media,,7/15/2020,,,,,Orange,orange,Facebook post,,,,,,,,,Facebook,,,,65,high,80.0,medium,,,,,,52.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,medium,,,,,,,,,,,Orange
1612,Community Health Initiative of Orange County,Charitable Ventures,social_media,,7/16/2020,,,,,Orange,orange,Facebook post,,,,,,,,,Facebook,,,,61,high,80.0,medium,,,,,,48.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,medium,,,,,,,,,,,Orange
1613,Community Health Initiative of Orange County,Charitable Ventures,social_media,,7/20/2020,,,,,Orange,orange,Facebook post,,,,,,,,,Facebook,,,,75,high,80.0,medium,,,,,,60.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,medium,,,,,,,,,,,Orange
1614,OC Herald Center,Charitable Ventures,flyers,Census Email Campaign  - Master List,5/21/2020,,,,,,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,866,medium,100.0,medium,,,,,,,866.0,,,,,,,,,medium,,,,,,866.0,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Irvine
1615,CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,12 w cypress st anaheim 92805,,,,,,,,,,,,,,100,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anaheim
1616,CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,10591 flower st. stanton 90680,,,,,,,,,,,,,,100,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanton
1617,Community Health Initiative of Orange County,Charitable Ventures,social_media,,7/23/2020,,,,,Orange,orange,Facebook post,,,,,,,,,Facebook,,,,60,high,80.0,medium,,,,,,48.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,medium,,,,,,,,,,,Orange
1618,Community Health Initiative of Orange County,Charitable Ventures,social_media,,7/27/2020,,,,,Orange,orange,Facebook post,,,,,,,,,,,,,64,high,80.0,medium,,,,,,51.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,medium,,,,,,,,,,,Orange
1619,OC Human Relations,Charitable  Ventures,social_media,,7/27/2020,,,,,Orange,orange,,,,,,,,,,Facebook,,,,267,high,80.0,high,80.0,27.0,,,53.0,67.0,40.0,13.0,,27.0,27.0,5.0,5.0,10.0,5.0,medium,,,,,,,,,,,,,,,,,,,,267.0,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
1620,Latino Health Access,Charitable Ventures,social_media,,4/6/2020,,,,,,orange,Instagram Story,,,,,,,,,,,,,340,exact,90.0,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
1621,California Healthy Nail Salon Collaborative,Charitable Ventures,social_media,,7/9/2020,,,,,,statewide,"A Humans of Census post about John, who works at a Federally-Qualified Health Center in Little Saigon, Orange County, that provides medical services to a largely Vietnamese and Latinx clientele. The caption explains how Census data decides funding for FQHCs, as well as maps projections on where additional FQHCs should be built. A link to fill out a digital pledge card is included.",,,,,,,,,,,,,196,medium,75.0,medium,100.0,15.0,,,7.0,15.0,120.0,15.0,15.0,,70.0,,30.0,5.0,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,
1622,The Cambodian Family,Charitable Ventures,social_media,Khmer TV Census Poem - ENG,7/27/2020,,,,,Orange,orange,,,,,,,,,,,,,,1500,high,90.0,very_high,1350.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
1623,Community Health Initiative of Orange County,Charitable Ventures,social_media,,8/3/2020,8/9/2020,,,,Orange,orange,"Phone Bank calls made to our Clients who we have conducted caremanagement to. During the COVID-19 ""better at home"" rule we are reaching out to our clients via phone only",,,,,,,,,,,,,96,high,80.0,medium,,,,,,76.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,medium,,,,,,,,,,,Orange
1624,OC Human Relations,Charitable Ventures,social_media,,9/21/2020,,,,,Orange,orange,,,,,,,,,,Facebook,,,,301,medium,80.0,high,90.0,30.0,,,6.0,75.0,45.0,15.0,,30.0,30.0,6.0,6.0,12.0,6.0,high,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
1625,CAIR-LA,Charitable Ventures,social_media,Social media and newsletter,10/15/2020,10/16/2020,10/16/2020,,,Orange,orange,"Social media and email blast to community members who follow and/are subscribed to the email list serv.  On average, at least 300 HUNDRED FAMILIES are contacted.",,,,,,,,,,,,,1000,high,95.0,medium,,,,,,,,,,,,,,,,medium,40.0,,,,,,,20.0,40.0,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
1626,CAIR-LA,Charitable Ventures,social_media,Social media and newsletter,10/16/2020,10/16/2020,10/16/2020,,,Orange,orange,"Social media and email blast to community members who follow and/are subscribed to the email list serv.  On average, at least 300 HUNDRED FAMILIES are contacted.",,,,,,,,,,,,,1000,high,95.0,medium,,,,,,,,,,,,,,,,medium,40.0,,,,,,,20.0,40.0,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
1627,The Cambodian Family ,Charitable Ventures,social_media,,3/13/2020,,,,,Santa Ana,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,69,exact,85.0,very_high,57.0,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
1628,CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,1457 e. romneya dr. anaheim 92805,,,,,,,,,,,,,,100,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anaheim
1629,The Cambodian Family ,Charitable Ventures,social_media,,3/27/2020,,,,,Santa Ana,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,50,exact,85.0,very_high,43.0,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
1630,The Cambodian Family ,Charitable Ventures,social_media,,4/2/2020,,,,,Santa Ana,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,28,exact,85.0,very_high,24.0,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
1631,The Cambodian Family ,Charitable Ventures,social_media,,4/3/2020,,,,,Santa Ana,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,114,exact,85.0,very_high,96.0,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
1632,The Cambodian Family ,Charitable Ventures,social_media,,4/7/2020,,,,,Santa Ana,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,52,exact,85.0,very_high,44.0,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
1633,The Cambodian Family ,Charitable Ventures,social_media,,4/9/2020,,,,,Santa Ana,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,83,exact,85.0,very_high,71.0,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
1634,The Cambodian Family ,Charitable Ventures,social_media,,4/10/2020,,,,,Santa Ana,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,112,exact,85.0,very_high,95.0,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
1635,The Cambodian Family,Charitable Ventures,social_media,,4/30/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,494,exact,85.0,very_high,420.0,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
1636,The Cambodian Family,Charitable Ventures,social_media,,5/3/2020,,,,,Santa Ana,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,118,exact,85.0,very_high,100.0,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
1637,The Cambodian Family,Charitable Ventures,social_media,,5/20/2020,,,,,Santa Ana,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,115,exact,85.0,very_high,98.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana
1638,The Cambodian Family,Charitable Ventures,social_media,,5/22/2020,,,,,Santa Ana,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,109,exact,85.0,very_high,93.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana
1639,The Cambodian Family,Charitable Ventures,social_media,social media post,2/2/2020,,,,,Santa Ana,"1626 e. 4th street, santa ana,   ca 92701",Social Media Post - Lunar New Years,,,,,,,,,,,,,127,exact,70.0,high,100.0,,,,,,100.0,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana
1640,Charitable Ventures,The Cambodian Family Community Center,social_media,,4/15/2020,,,,,Santa Ana,"1626 east 4th street, santa ana 92701",,,,,,,,,,,,,,107,exact,85.0,very_high,91.0,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana
1641,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,5/20/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana
1642,Charitable Ventures,The Cambodian Family Community Center,social_media,,4/16/2020,,,,,Santa Ana,"1626 east 4th street, santa ana 92701",,,,,,,,,,,,,,87,exact,85.0,very_high,74.0,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana
1643,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,6/7/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
1644,Charitable Ventures,The Cambodian Family Community Center,social_media,,4/17/2020,,,,,Santa Ana,"1626 east 4th street, santa ana 92701",,,,,,,,,,,,,,105,exact,85.0,very_high,89.0,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana
1645,Charitable Ventures,The Cambodian Family Community Center,social_media,,4/18/2020,,,,,Santa Ana,"1626 east 4th street, santa ana 92701",,,,,,,,,,,,,,105,exact,85.0,very_high,89.0,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana
1646,AASCSC,Charitable Ventures,media_other,News article,6/7/2020,,,,,,statewide,,,,,,,,,,,,,,30000,medium,100.0,very_high,30000.0,,,,,,,30000.0,,,,15000.0,,15000.0,,medium,,,,15000.0,,30000.0,,,,,,,,,25000.0,,,,,,,,,,,,high,,,,,,,,,,,
1647,AASCSC,Charitable Ventures,social_media,,4/8/2020,,,,,Santa Ana,"333 w santa ana blvd, santa ana 92701",,,,,,,,,,,,,,600,medium,80.0,medium,300.0,,,,60.0,200.0,200.0,,,,,,,,,medium,,,,,,50.0,,,,,,,,,,,,,,100.0,,,,,100.0,,medium,,,,,,,,,,,Santa Ana
