,cbo_name,activity_type,activity_type_other,City,city_extracted,htc_category
24199,AASCSC,nudgealert,,Santa Ana,Santa Ana,older adult / senior
24200,AASCSC,nudgealert,,Santa Ana,Santa Ana,older adult / senior
24201,AASCSC,nudgealert,,Santa Ana,Santa Ana,older adult / senior
24202,AASCSC,nudgealert,,Santa Ana,Santa Ana,older adult / senior
24210,AASCSC,nudgealert,,Santa Ana,Santa Ana,older adult / senior
24211,AASCSC,nudgealert,,Santa Ana,Santa Ana,older adult / senior
24212,AASCSC,nudgealert,,Santa Ana,Santa Ana,older adult / senior
24215,AASCSC,nudgealert,,Santa Ana,Santa Ana,older adult / senior
24216,AASCSC,nudgealert,,Santa Ana,Santa Ana,older adult / senior
24221,AASCSC,nudgealert,,Santa Ana,Santa Ana,older adult / senior
24222,AASCSC,nudgealert,,Santa Ana,Santa Ana,older adult / senior
24223,AASCSC,nudgealert,,Santa Ana,Santa Ana,older adult / senior
24224,AASCSC,nudgealert,,Santa Ana,Santa Ana,older adult / senior
24225,AASCSC,nudgealert,,Santa Ana,Santa Ana,older adult / senior
24226,AASCSC,nudgealert,,Santa Ana,Santa Ana,older adult / senior
24227,AASCSC,nudgealert,,Westminster,Westminster,older adult / senior
24228,OCAPICA,canvassing,business canvassing at mall,,Westminster,older adult / senior
24229,AASCSC,nudgealert,,Westminster,Westminster,older adult / senior
24248,OCAPICA,phone_banking,census phonebanking during primaries season,,Garden Grove,older adult / senior
24284,KCS,speaking_engagement,,,Anaheim,older adult / senior
24305,"Southland Integrated Services, Inc.",phone_banking,,,Orange,older adult / senior
24364,Hope Community Services ,other,food distribution,Orange,Orange,older adult / senior
24369,The LGBTQ Center OC,other,"Hosted a zoom hangout where we went ahead and caught with some members of our community, while at the same time updating them about the Census",Santa Ana,Santa Ana,older adult / senior
24375,"Southland Integrated Services, Inc",other,Outreach to Vietnamese Alliance Church in Santa Ana,Santa Ana,Santa Ana,older adult / senior
24387,CAP OC,other,presentation,Westminster,Westminster,older adult / senior
24406,Jamboree Housing Corporation,phone_banking,,Anaheim,Anaheim,older adult / senior
24447,"Southland Integrated Services, Inc.",phone_banking,One-on-one assistance on the phone; promotion on the phone and outreach items included in care packages,Fountain Valley,Fountain Valley,older adult / senior
24450,KCS,other,Full Pg Ad on KoreaTimes,,Garden Grove,older adult / senior
24469,Jamboree Housing Corporation,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24475,CAP OC ,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24476,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24477,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24478,AASCSC,other,reporter,,Santa Ana,older adult / senior
24479,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24480,Institute for Healthcare Advancement ,advertising,Street Banner,,La Habra,older adult / senior
24481,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24482,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24483,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24484,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24486,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24487,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24488,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24489,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24490,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24491,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24492,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24493,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24494,CAP OC ,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24495,CAP OC ,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24496,CAP OC ,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24497,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24498,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24499,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24500,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24501,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24502,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24503,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24504,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24505,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24506,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24509,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24511,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24512,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24513,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24514,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24517,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24518,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24519,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24520,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24521,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24522,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24523,CAP OC,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24529,OCAPICA,phone_banking,,Garden Grove,Garden Grove,older adult / senior
24534,Jamboree Housing Corporation,phone_banking,,Huntington Beach,Huntington Beach,older adult / senior
24537,Jamboree Housing Corporation,phone_banking,,Irvine,Irvine,older adult / senior
24542,Jamboree Housing Corporation,phone_banking,,Laguna Beach,Laguna Beach,older adult / senior
24543,Jamboree Housing Corporation,phone_banking,,Mission Viejo,Mission Viejo,older adult / senior
24566,Institute for Healthcare Advancement ,booths,Outreach,,La Habra,older adult / senior
24578,"Southland Integrated Services, Inc.",meeting,Distributing flyer and promotional items to individuals,,Garden Grove,older adult / senior
24589,AASCSC,media_other,News article,,,older adult / senior
24597,OC Human Relations,phone_banking,,Orange,Orange,older adult / senior
24599,"Southland Integrated Services, Inc.",phone_banking,phone banking-calling individual homes,Orange,Orange,older adult / senior
24602,Project Access ,flyers,Food Bank Distribution ,,Santa Ana,older adult / senior
24603,Project Access ,flyers,Food Bank Distribution ,,Santa Ana,older adult / senior
24604,OC Human Relations,phone_banking,,Orange,Orange,older adult / senior
24607,OC Human Relations,phone_banking,,Orange,Orange,older adult / senior
24616,OC Human Relations,phone_banking,,Orange,Orange,older adult / senior
24619,OC Human Relations,phone_banking,,Orange,Orange,older adult / senior
24630,OC HUman Relations,phone_banking,,Orange,Orange,older adult / senior
24650,AASCSC,other,reporter,,Santa Ana,older adult / senior
24658,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,older adult / senior
24659,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,older adult / senior
24663,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,older adult / senior
24664,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,older adult / senior
24666,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,older adult / senior
24671,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,older adult / senior
24674,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,older adult / senior
24680,OCAPICA,nudgealert,,,Garden Grove,older adult / senior
24702,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,older adult / senior
24707,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,older adult / senior
24723,OC Human Relations,phone_banking,,Orange,Orange,older adult / senior
24749,KCS,other,Full Pg Ad on KoreaDaily,,Buena Park,older adult / senior
24756,OC Human Relations,phone_banking,,Santa Ana,Santa Ana,older adult / senior
24757,OC Human Relations,phone_banking,,Santa Ana,Santa Ana,older adult / senior
24758,OC Human Relations,phone_banking,,Santa Ana,Santa Ana,older adult / senior
24759,OC Human Relations,phone_banking,,Santa Ana,Santa Ana,older adult / senior
24761,AASCSC,phone_banking,,Santa Ana,Santa Ana,older adult / senior
24762,AASCSC,phone_banking,,Santa Ana,Santa Ana,older adult / senior
24766,AASCSC,other,reporter,,Santa Ana,older adult / senior
24769,Institute for Healthcare Advancement ,social_media,Facebook ,,Orange,older adult / senior
24770,AASCSC,phone_banking,,Santa Ana,Santa Ana,older adult / senior
24772,AASCSC,phone_banking,,Santa Ana,Santa Ana,older adult / senior
24773,Institute for Healthcare Advancement ,booths,Outreach,,La Habra,older adult / senior
24843,KCS,qac,telephone inquiry,Buena Park,Buena Park,older adult / senior
24844,KCS,qac,telephone inquiry,Buena Park,Buena Park,older adult / senior
24846,KCS,qac,Telephone inquiry,Buena Park,Buena Park,older adult / senior
24847,KCS,qac,Telephone inquiry,Buena Park,Buena Park,older adult / senior
24851,WAVE,qac,,Lake Forest,Lake Forest,older adult / senior
24864,The Cambodian Family,qac,,Santa Ana,Santa Ana,older adult / senior
24873,"Southland Integrated Services, Inc.",social_media,Distribution of Census flyers and promotiona; items in food assistance packages,Fountain Valley,Fountain Valley,older adult / senior
24875,"Southland Integrated Services, Inc.",social_media,Facebook-Social media post,Garden Grove,Garden Grove,older adult / senior
24877,AASCSC,social_media,,Irvine,Irvine,older adult / senior
24918,AASCSC,social_media,,Irvine,Irvine,older adult / senior
24948,AASCSC,social_media,,Orange,Orange,older adult / senior
24974,OC Human Relations,social_media,Videos and Post in several languages,Orange,Orange,older adult / senior
24977,AASCSC,social_media,,Orange,Orange,older adult / senior
24978,AASCSC,social_media,,Orange,Orange,older adult / senior
24979,"Southland Integrated Services, Inc.",advertising,2020 Census promotion by sending mailchimp to e-newsletter subscribers,,Fountain Valley,older adult / senior
24982,OC Human Relations,social_media,post in several languages,Orange,Orange,older adult / senior
24987,AASCSC,social_media,,Orange,Orange,older adult / senior
24988,AASCSC,social_media,,Orange,Orange,older adult / senior
25005,OC Human Relations,social_media,,Orange,Orange,older adult / senior
25019,OC Human Relations,social_media,,Orange,Orange,older adult / senior
25021,California Healthy Nail Salon Collaborative,social_media,,,,older adult / senior
25024,OC Human Relations,social_media,,Orange,Orange,older adult / senior
25046,AASCSC,media_other,News article,,,older adult / senior
25051,AASCSC,social_media,,Santa Ana,Santa Ana,older adult / senior
25054,AASCSC,social_media,,Santa Ana,Santa Ana,older adult / senior
25057,KCS,speaking_engagement,Alumni Association Seminar,Anaheim,Anaheim,older adult / senior
25061,KCS,speaking_engagement,,Anaheim,Anaheim,older adult / senior
25093,AASCSC,speaking_engagement,,Orange,Orange,older adult / senior
25125,Institute for Healthcare Advancement ,convening,,,La Habra,older adult / senior
25128,OC Human Relations,canvassing,,,,older adult / senior
25136,OC HUman Relations,advertising,Organizational Website,,Orange,older adult / senior
25137,AASCSC,other,reporter,,Santa Ana,older adult / senior
25138,OC HUman Relations,phone_banking,,,Orange,older adult / senior
25140,AASCSC,media_other,News article,,,older adult / senior
25141,AASCSC,media_other,News article,,,older adult / senior
25142,AASCSC,media_other,News article,,,older adult / senior
25143,AASCSC,media_other,News article,,,older adult / senior
25145,The LGBTQ Center OC,phone_banking,Called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,,,older adult / senior
25146,The LGBTQ Center OC,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,,,older adult / senior
25150,The LGBTQ Center OC,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,,,older adult / senior
25164,The LGBTQ Center OC,phone_banking,Called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,,,older adult / senior
25165,The LGBTQ Center OC,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,,,older adult / senior
25166,The LGBTQ Center OC,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,,,older adult / senior
25167,The LGBTQ Center OC,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,,,older adult / senior
25169,The LGBTQ Center OC,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,,,older adult / senior
25170,The LGBTQ Center OC,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,,,older adult / senior
25174,The LGBTQ Center OC,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,,,older adult / senior
25175,The LGBTQ Center OC,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,,,older adult / senior
25177,The LGBTQ Center OC,phone_banking,Called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,,,older adult / senior
